,Confirmed,Deaths,Recovered,People_partially_vaccinated,People_fully_vaccinated
2020-03-28,480,1,15,0.0,0.0
2020-03-29,532,3,21,0.0,0.0
2020-03-30,546,1,42,0.0,0.0
2020-03-31,738,4,63,0.0,0.0
2020-04-01,696,8,285,0.0,0.0
2020-04-02,719,9,102,0.0,0.0
2020-04-03,597,5,70,0.0,0.0
2020-04-04,428,6,50,0.0,0.0
2020-04-05,583,7,103,0.0,0.0
2020-04-06,451,8,119,0.0,0.0
2020-04-07,377,8,120,0.0,0.0
2020-04-08,338,8,132,0.0,0.0
2020-04-09,343,9,115,0.0,0.0
2020-04-10,358,8,154,0.0,0.0
2020-04-11,345,6,151,0.0,0.0
2020-04-12,552,6,298,0.0,0.0
2020-04-13,438,9,319,0.0,0.0
2020-04-14,399,8,323,0.0,0.0
2020-04-15,311,13,272,0.0,0.0
2020-04-16,296,7,351,0.0,0.0
2020-04-17,298,9,376,0.0,0.0
2020-04-18,291,11,270,0.0,0.0
2020-04-19,276,8,408,0.0,0.0
2020-04-20,299,6,459,0.0,0.0
2020-04-21,282,9,416,0.0,0.0
2020-04-22,225,3,411,0.0,0.0
2020-04-23,276,4,352,0.0,0.0
2020-04-24,248,3,425,0.0,0.0
2020-04-25,159,3,364,0.0,0.0
2020-04-26,83,2,432,0.0,0.0
2020-04-27,128,4,548,0.0,0.0
2020-04-28,159,5,483,0.0,0.0
2020-04-29,82,6,353,0.0,0.0
2020-04-30,142,6,453,0.0,0.0
2020-05-01,116,4,469,0.0,0.0
2020-05-02,57,3,218,0.0,0.0
2020-05-03,27,3,334,0.0,0.0
2020-05-04,53,3,288,0.0,0.0
2020-05-05,32,2,328,0.0,0.0
2020-05-06,65,1,282,0.0,0.0
2020-05-07,61,1,260,0.0,0.0
2020-05-08,33,6,215,0.0,0.0
2020-05-09,19,3,84,0.0,0.0
2020-05-10,29,4,247,0.0,0.0
2020-05-11,39,5,291,0.0,0.0
2020-05-12,23,3,255,0.0,0.0
2020-05-13,39,3,203,0.0,0.0
2020-05-14,22,2,250,0.0,0.0
2020-05-15,12,0,145,0.0,0.0
2020-05-16,5,3,87,0.0,0.0
2020-05-17,15,4,182,0.0,0.0
2020-05-18,27,3,284,0.0,0.0
2020-05-19,22,2,139,0.0,0.0
2020-05-20,15,1,128,0.0,0.0
2020-05-21,17,0,167,0.0,0.0
2020-05-22,19,0,145,0.0,0.0
2020-05-23,5,0,51,0.0,0.0
2020-05-24,13,1,145,0.0,0.0
2020-05-25,22,2,131,0.0,0.0
2020-05-26,50,0,100,0.0,0.0
2020-05-27,40,2,62,0.0,0.0
2020-05-28,77,1,118,0.0,0.0
2020-05-29,113,0,36,0.0,0.0
2020-05-30,29,0,40,0.0,0.0
2020-05-31,87,0,67,0.0,0.0
2020-06-01,100,3,90,0.0,0.0
2020-06-02,121,2,56,0.0,0.0
2020-06-03,97,1,30,0.0,0.0
2020-06-04,142,0,43,0.0,0.0
2020-06-05,127,1,42,0.0,0.0
2020-06-06,78,4,27,0.0,0.0
2020-06-07,140,2,54,0.0,0.0
2020-06-08,179,0,46,0.0,0.0
2020-06-09,173,1,46,0.0,0.0
2020-06-10,240,1,64,0.0,0.0
2020-06-11,191,0,66,0.0,0.0
2020-06-12,184,0,56,0.0,0.0
2020-06-13,149,1,39,0.0,0.0
2020-06-14,136,2,52,0.0,0.0
2020-06-15,198,0,94,0.0,0.0
2020-06-16,300,1,54,0.0,0.0
2020-06-17,271,0,50,0.0,0.0
2020-06-18,302,0,70,0.0,0.0
2020-06-19,310,1,47,0.0,0.0
2020-06-20,159,1,33,0.0,0.0
2020-06-21,173,0,58,0.0,0.0
2020-06-22,345,1,68,0.0,0.0
2020-06-23,451,2,90,0.0,0.0
2020-06-24,487,3,67,0.0,0.0
2020-06-25,516,4,86,0.0,0.0
2020-06-26,464,3,136,0.0,0.0
2020-06-27,398,3,48,0.0,0.0
2020-06-28,385,2,151,0.0,0.0
2020-06-29,757,0,157,0.0,0.0
2020-06-30,786,1,140,0.0,0.0
2020-07-01,972,3,99,0.0,0.0
2020-07-02,1146,1,154,0.0,0.0
2020-07-03,939,3,108,0.0,0.0
2020-07-04,821,5,75,0.0,0.0
2020-07-05,831,2,170,0.0,0.0
2020-07-06,1134,8,184,0.0,0.0
2020-07-07,1390,5,170,0.0,0.0
2020-07-08,1327,5,217,0.0,0.0
2020-07-09,1525,5,227,0.0,0.0
2020-07-10,1409,4,213,0.0,0.0
2020-07-11,1168,5,191,0.0,0.0
2020-07-12,1238,7,342,0.0,0.0
2020-07-13,1720,4,363,0.0,0.0
2020-07-14,1604,7,314,0.0,0.0
2020-07-15,1877,6,360,0.0,0.0
2020-07-16,1939,9,502,0.0,0.0
2020-07-17,1605,12,484,0.0,0.0
2020-07-18,1448,8,438,0.0,0.0
2020-07-19,1016,10,507,0.0,0.0
2020-07-20,1887,12,611,0.0,0.0
2020-07-21,2006,9,636,0.0,0.0
2020-07-22,2044,6,3915,0.0,0.0
2020-07-23,1990,16,6800,0.0,0.0
2020-07-24,1830,8,1739,0.0,0.0
2020-07-25,1112,7,614,0.0,0.0
2020-07-26,1042,11,2932,0.0,0.0
2020-07-27,2048,7,1866,0.0,0.0
2020-07-28,2125,8,1653,0.0,0.0
2020-07-29,1954,15,1476,0.0,0.0
2020-07-30,1787,15,1770,0.0,0.0
2020-07-31,1362,14,1360,0.0,0.0
2020-08-01,625,14,553,0.0,0.0
2020-08-02,708,11,2588,0.0,0.0
2020-08-03,1800,15,1895,0.0,0.0
2020-08-04,1729,11,1755,0.0,0.0
2020-08-05,1690,10,1557,0.0,0.0
2020-08-06,1677,9,1870,0.0,0.0
2020-08-07,1764,12,1281,0.0,0.0
2020-08-08,754,13,632,0.0,0.0
2020-08-09,924,7,2351,0.0,0.0
2020-08-10,1704,15,1424,0.0,0.0
2020-08-11,1823,11,1006,0.0,0.0
2020-08-12,1622,15,1168,0.0,0.0
2020-08-13,1643,16,1331,0.0,0.0
2020-08-14,1388,12,1000,0.0,0.0
2020-08-15,757,10,583,0.0,0.0
2020-08-16,1068,19,2254,0.0,0.0
2020-08-17,1650,4,1207,0.0,0.0
2020-08-18,1649,14,1331,0.0,0.0
2020-08-19,1640,12,1516,0.0,0.0
2020-08-20,1487,12,1376,0.0,0.0
2020-08-21,1493,13,1610,0.0,0.0
2020-08-22,711,10,672,0.0,0.0
2020-08-23,965,13,2152,0.0,0.0
2020-08-24,1900,16,1337,0.0,0.0
2020-08-25,1956,19,880,0.0,0.0
2020-08-26,1953,11,3877,0.0,0.0
2020-08-27,2071,11,1522,0.0,0.0
2020-08-28,1832,12,1871,0.0,0.0
2020-08-29,910,5,730,0.0,0.0
2020-08-30,1101,14,2368,0.0,0.0
2020-08-31,2178,23,1447,0.0,0.0
2020-09-01,2252,15,1116,0.0,0.0
2020-09-02,3193,14,1488,0.0,0.0
2020-09-03,2661,16,1865,0.0,0.0
2020-09-04,2623,12,1277,0.0,0.0
2020-09-05,1505,15,859,0.0,0.0
2020-09-06,2177,12,2448,0.0,0.0
2020-09-07,3388,17,1600,0.0,0.0
2020-09-08,3489,20,1507,0.0,0.0
2020-09-09,3996,15,1587,0.0,0.0
2020-09-10,4161,14,2018,0.0,0.0
2020-09-11,3975,20,1871,0.0,0.0
2020-09-12,2719,15,1220,0.0,0.0
2020-09-13,3175,17,3395,0.0,0.0
2020-09-14,4805,20,2431,0.0,0.0
2020-09-15,5539,16,2063,0.0,0.0
2020-09-16,4574,26,2850,0.0,0.0
2020-09-17,5385,18,3812,0.0,0.0
2020-09-18,5340,20,2893,0.0,0.0
2020-09-19,3809,27,1467,0.0,0.0
2020-09-20,2579,21,2535,0.0,0.0
2020-09-21,3866,31,4805,0.0,0.0
2020-09-22,7021,26,3604,0.0,0.0
2020-09-23,7125,25,3906,0.0,0.0
2020-09-24,8234,31,4742,0.0,0.0
2020-09-25,8390,30,4251,0.0,0.0
2020-09-26,5882,25,2439,0.0,0.0
2020-09-27,3414,32,5850,0.0,0.0
2020-09-28,1159,29,2222,0.0,0.0
2020-09-29,4991,35,5974,0.0,0.0
2020-09-30,9078,37,5365,0.0,0.0
2020-10-01,7731,46,5894,0.0,0.0
2020-10-02,7058,25,5688,0.0,0.0
2020-10-03,2593,37,3555,0.0,0.0
2020-10-04,2937,36,8308,0.0,0.0
2020-10-05,5721,27,7104,0.0,0.0
2020-10-06,4724,45,6583,0.0,0.0
2020-10-07,4165,26,5009,0.0,0.0
2020-10-08,3755,47,4903,0.0,0.0
2020-10-09,2963,40,5180,0.0,0.0
2020-10-10,916,35,3857,0.0,0.0
2020-10-11,1646,46,7731,0.0,0.0
2020-10-12,3169,30,5638,0.0,0.0
2020-10-13,2336,38,5851,0.0,0.0
2020-10-14,2117,35,5930,0.0,0.0
2020-10-15,1612,31,5525,0.0,0.0
2020-10-16,1500,34,3556,0.0,0.0
2020-10-17,411,32,2533,0.0,0.0
2020-10-18,922,33,5019,0.0,0.0
2020-10-19,1517,31,2391,0.0,0.0
2020-10-20,1193,20,1849,0.0,0.0
2020-10-21,1172,25,3214,0.0,0.0
2020-10-22,1032,29,3199,0.0,0.0
2020-10-23,849,26,2471,0.0,0.0
2020-10-24,246,27,1323,0.0,0.0
2020-10-25,607,35,2750,0.0,0.0
2020-10-26,884,28,1322,0.0,0.0
2020-10-27,887,28,986,0.0,0.0
2020-10-28,723,10,1326,0.0,0.0
2020-10-29,644,19,1463,0.0,0.0
2020-10-30,680,11,1080,0.0,0.0
2020-10-31,228,25,802,0.0,0.0
2020-11-01,658,19,1542,0.0,0.0
2020-11-02,788,16,929,0.0,0.0
2020-11-03,846,26,746,0.0,0.0
2020-11-04,769,17,638,0.0,0.0
2020-11-05,570,13,861,0.0,0.0
2020-11-06,691,16,900,0.0,0.0
2020-11-07,212,8,695,0.0,0.0
2020-11-08,534,7,688,0.0,0.0
2020-11-09,719,6,939,0.0,0.0
2020-11-10,675,10,338,0.0,0.0
2020-11-11,763,7,1114,0.0,0.0
2020-11-12,836,12,1235,0.0,0.0
2020-11-13,761,5,744,0.0,0.0
2020-11-14,292,12,428,0.0,0.0
2020-11-15,625,9,981,0.0,0.0
2020-11-16,873,7,670,0.0,0.0
2020-11-17,829,12,584,0.0,0.0
2020-11-18,795,7,808,0.0,0.0
2020-11-19,770,8,760,0.0,0.0
2020-11-20,774,6,680,0.0,0.0
2020-11-21,422,12,454,0.0,0.0
2020-11-22,765,17,1028,0.0,0.0
2020-11-23,959,7,661,0.0,0.0
2020-11-24,857,6,561,0.0,0.0
2020-11-25,1079,5,865,0.0,0.0
2020-11-26,1085,9,945,0.0,0.0
2020-11-27,1032,6,710,0.0,0.0
2020-11-28,580,10,428,0.0,0.0
2020-11-29,1025,8,1128,0.0,0.0
2020-11-30,1258,8,752,0.0,0.0
2020-12-01,1198,10,715,0.0,0.0
2020-12-02,1579,4,859,0.0,0.0
2020-12-03,1438,9,1451,0.0,0.0
2020-12-04,695,1,456,0.0,0.0
2020-12-05,1725,13,587,0.0,0.0
2020-12-06,1080,8,1619,0.0,0.0
2020-12-07,1891,7,820,0.0,0.0
2020-12-08,1488,8,867,0.0,0.0
2020-12-09,1986,2,1034,0.0,0.0
2020-12-10,2126,27,1302,0.0,0.0
2020-12-11,872,8,509,0.0,0.0
2020-12-12,2517,14,1343,0.0,0.0
2020-12-13,1390,16,1943,0.0,0.0
2020-12-14,2330,5,1232,0.0,0.0
2020-12-15,1124,10,366,0.0,0.0
2020-12-16,4412,20,2433,0.0,0.0
2020-12-17,2933,16,1768,0.0,0.0
2020-12-18,2177,7,1388,0.0,0.0
2020-12-19,2734,17,1217,61.0,0.0
2020-12-20,1874,25,2517,7356.0,0.0
2020-12-21,3499,12,767,24883.0,0.0
2020-12-22,4228,25,2313,44617.0,0.0
2020-12-23,2535,14,689,62838.0,0.0
2020-12-24,4656,21,2798,73322.0,0.0
2020-12-25,4713,15,3194,38445.0,0.0
2020-12-26,4273,24,2116,32571.0,0.0
2020-12-27,2806,16,4029,104368.0,0.0
2020-12-28,5815,30,2507,134800.0,0.0
2020-12-29,5113,36,2598,155934.0,0.0
2020-12-30,4186,15,3167,152709.0,0.0
2020-12-31,6678,18,4037,158148.0,0.0
2021-01-01,5248,31,3588,71228.0,0.0
2021-01-02,6289,36,1992,71618.0,0.0
2021-01-03,6743,24,6582,149391.0,0.0
2021-01-04,6631,29,2333,151824.0,2.0
2021-01-05,7966,51,2895,124841.0,0.0
2021-01-06,7309,33,4656,103062.0,0.0
2021-01-07,7600,23,4545,115808.0,3.0
2021-01-08,6309,44,5840,66286.0,3.0
2021-01-09,8077,49,3543,44454.0,22.0
2021-01-10,5885,26,7611,37547.0,5972.0
2021-01-11,9754,33,5097,21015.0,19234.0
2021-01-12,8990,67,4925,23873.0,35637.0
2021-01-13,9997,46,7861,51905.0,56811.0
2021-01-14,9754,53,9286,56296.0,68745.0
2021-01-15,5235,40,6051,30609.0,35880.0
2021-01-16,8450,49,2571,29363.0,25975.0
2021-01-17,8190,46,11319,68239.0,84444.0
2021-01-18,6560,39,6293,69516.0,120193.0
2021-01-19,7380,36,5355,72573.0,137501.0
2021-01-20,10213,101,9493,76525.0,143375.0
2021-01-21,7027,64,9189,69575.0,163914.0
2021-01-22,6159,21,7243,37712.0,70908.0
2021-01-23,4933,75,8112,39844.0,53471.0
2021-01-24,3442,78,12115,68928.0,140313.0
2021-01-25,3666,79,9668,80727.0,139153.0
2021-01-26,8587,15,1232,78478.0,126036.0
2021-01-27,11934,92,6398,77679.0,124701.0
2021-01-28,7305,64,9374,79401.0,130268.0
2021-01-29,5096,31,6530,36520.0,64603.0
2021-01-30,4798,38,3636,34281.0,42659.0
2021-01-31,4646,58,10856,73164.0,59330.0
2021-02-01,8811,20,467,82266.0,35202.0
2021-02-02,7732,71,9221,69854.0,30912.0
2021-02-03,8896,61,6882,60059.0,51256.0
2021-02-04,6744,53,407,72374.0,57905.0
2021-02-05,5238,19,1334,33769.0,28649.0
2021-02-06,4727,51,18322,21530.0,22134.0
2021-02-07,6518,50,9956,53941.0,68522.0
2021-02-08,4427,50,3984,58474.0,65190.0
2021-02-09,7191,45,4920,66108.0,67260.0
2021-02-10,6010,41,7956,70322.0,71927.0
2021-02-11,5083,26,8743,80874.0,71510.0
2021-02-12,3934,21,6590,38929.0,37402.0
2021-02-13,3100,47,3999,27387.0,30342.0
2021-02-14,2534,37,8440,74724.0,68845.0
2021-02-15,5913,26,6519,81317.0,75474.0
2021-02-16,4282,27,3430,83315.0,78014.0
2021-02-17,4054,32,7341,61796.0,75313.0
2021-02-18,3305,36,7162,68970.0,79475.0
2021-02-19,2579,17,5319,39560.0,37985.0
2021-02-20,0,0,0,31585.0,28637.0
2021-02-21,5530,51,10288,79312.0,78325.0
2021-02-22,4955,19,5603,84879.0,80335.0
2021-02-23,4574,38,2934,77206.0,70210.0
2021-02-24,4184,26,5367,60873.0,62848.0
2021-02-25,3970,27,4613,51502.0,64525.0
2021-02-26,3054,10,3419,25801.0,31880.0
2021-02-27,2555,35,1849,18263.0,21119.0
2021-02-28,2472,20,5608,40335.0,55683.0
2021-03-01,4151,8,2440,45557.0,61254.0
2021-03-02,5260,30,2602,41036.0,64502.0
2021-03-03,4267,13,2715,42046.0,66526.0
2021-03-04,3922,19,5061,39544.0,78819.0
2021-03-05,3058,12,4433,17200.0,40314.0
2021-03-06,3262,22,2646,10692.0,25271.0
2021-03-07,1848,35,5460,30999.0,72658.0
2021-03-08,3541,26,2785,27309.0,73001.0
2021-03-09,3146,16,2894,26616.0,76461.0
2021-03-10,3230,17,4493,23115.0,58493.0
2021-03-11,2758,17,4832,23110.0,68856.0
2021-03-12,1948,13,2130,11115.0,41280.0
2021-03-13,1601,8,203,7910.0,25178.0
2021-03-14,1178,23,9464,20913.0,73808.0
2021-03-15,1936,19,2551,19977.0,78011.0
2021-03-16,1790,18,2447,18592.0,71339.0
2021-03-17,1475,9,3383,17567.0,58814.0
2021-03-18,1384,12,4373,15959.0,57941.0
2021-03-19,1047,4,2418,6752.0,27856.0
2021-03-20,611,9,1609,5122.0,15223.0
2021-03-21,552,10,3332,13016.0,40350.0
2021-03-22,992,17,2198,13268.0,40352.0
2021-03-23,925,13,1216,2601.0,7147.0
2021-03-24,339,32,2139,10732.0,46311.0
2021-03-25,817,9,2006,9980.0,35225.0
2021-03-26,538,2,1491,3994.0,13207.0
2021-03-27,0,0,0,1710.0,4193.0
2021-03-28,541,20,1713,2038.0,4546.0
2021-03-29,201,12,1480,6728.0,29811.0
2021-03-30,514,-4,860,7638.0,22213.0
2021-03-31,466,16,1107,7947.0,19240.0
2021-04-01,351,11,1038,7963.0,18435.0
2021-04-02,251,0,203,2766.0,7959.0
2021-04-03,363,16,842,1335.0,2874.0
2021-04-04,177,7,1039,9523.0,22701.0
2021-04-05,356,5,543,10125.0,21040.0
2021-04-06,317,9,402,8725.0,16509.0
2021-04-07,296,9,428,8656.0,15075.0
2021-04-08,270,13,588,9160.0,16722.0
2021-04-09,188,1,447,3361.0,6040.0
2021-04-10,139,12,324,1486.0,3426.0
2021-04-11,120,4,686,8887.0,14076.0
2021-04-12,225,8,289,8630.0,12998.0
2021-04-13,176,5,274,5519.0,4769.0
2021-04-14,256,3,794,3376.0,5101.0
2021-04-15,312,3,372,419.0,406.0
2021-04-16,34,1,301,3180.0,6448.0
2021-04-17,-53,15,-269,741.0,1910.0
2021-04-18,164,4,522,6956.0,7345.0
2021-04-19,171,6,198,6189.0,6957.0
2021-04-20,139,4,216,6029.0,6673.0
2021-04-21,135,1,225,6116.0,6890.0
2021-04-22,315,0,297,5711.0,7462.0
2021-04-23,85,0,272,2554.0,3217.0
2021-04-24,82,4,115,677.0,1210.0
2021-04-25,50,2,172,4712.0,6812.0
2021-04-26,83,1,105,5121.0,7670.0
2021-04-27,110,6,117,4309.0,6441.0
2021-04-28,106,2,169,4268.0,7081.0
2021-04-29,84,1,156,4147.0,7069.0
2021-04-30,74,1,95,1735.0,2986.0
2021-05-01,0,0,0,370.0,816.0
2021-05-02,73,3,253,3162.0,5928.0
2021-05-03,67,1,117,3389.0,5605.0
2021-05-04,76,2,95,3369.0,4513.0
2021-05-05,70,1,128,3092.0,3805.0
2021-05-06,61,4,61,3434.0,2905.0
2021-05-07,30,1,101,1655.0,2273.0
2021-05-08,28,1,52,168.0,421.0
2021-05-09,8,1,144,2754.0,4613.0
2021-05-10,63,1,29,2750.0,4481.0
2021-05-11,43,0,81,2341.0,3743.0
2021-05-12,30,1,88,1721.0,3127.0
2021-05-13,29,0,62,1898.0,3478.0
2021-05-14,20,1,62,757.0,1313.0
2021-05-15,39,1,31,0.0,0.0
2021-05-16,1,1,91,699.0,1298.0
2021-05-17,40,7,21,318.0,789.0
2021-05-18,8,3,63,1871.0,4868.0
2021-05-19,54,3,76,2080.0,4422.0
2021-05-20,42,1,63,2082.0,4081.0
2021-05-21,27,1,36,969.0,1236.0
2021-05-22,18,0,20,158.0,547.0
2021-05-23,11,7,65,2229.0,3177.0
2021-05-24,48,2,27,2204.0,3469.0
2021-05-25,22,0,23,1718.0,2577.0
2021-05-26,19,0,43,1218.0,2094.0
2021-05-27,12,0,33,788.0,1462.0
2021-05-28,13,1,35,1554.0,2970.0
2021-05-29,20,0,14,113.0,176.0
2021-05-30,5,4,52,-214.0,1870.0
2021-05-31,17,1,16,1504.0,1908.0
2021-06-01,36,1,28,1327.0,1657.0
2021-06-02,6,2,45,731.0,765.0
2021-06-03,15,1,132,1977.0,1908.0
2021-06-04,7,1,5,0.0,0.0
2021-06-05,27,1,9,755.0,538.0
2021-06-06,5,0,0,4315.0,1007.0
2021-06-07,14,0,50,2922.0,631.0
2021-06-08,0,0,0,0.0,0.0
2021-06-09,0,0,0,8691.0,2448.0
2021-06-10,45,10,19,3212.0,1199.0
2021-06-11,23,0,10,954.0,314.0
2021-06-12,8,0,4,102.0,80.0
2021-06-13,5,2,22,3378.0,1332.0
2021-06-14,24,-2,16,2861.0,1378.0
2021-06-15,11,0,2,3042.0,1272.0
2021-06-16,19,0,9,0.0,0.0
2021-06-17,27,-1,10,5314.0,2010.0
2021-06-18,22,0,32,865.0,279.0
2021-06-19,61,0,12,119.0,65.0
2021-06-20,37,0,26,0.0,0.0
2021-06-21,123,0,24,8627.0,2351.0
2021-06-22,89,1,8,6535.0,935.0
2021-06-23,146,0,17,10513.0,1298.0
2021-06-24,219,1,21,11931.0,1346.0
2021-06-25,194,0,13,0.0,0.0
2021-06-26,185,0,12,6861.0,766.0
2021-06-27,65,0,36,7922.0,1508.0
2021-06-28,308,0,59,22256.0,5451.0
2021-06-29,290,0,65,16369.0,3498.0
2021-06-30,291,0,69,4772.0,1139.0
2021-07-01,290,0,134,28271.0,5312.0
2021-07-02,304,0,127,0.0,0.0
2021-07-03,277,0,67,9616.0,1412.0
2021-07-04,321,-1,256,20397.0,3358.0
2021-07-05,496,1,165,17651.0,2906.0
2021-07-06,427,0,146,0.0,0.0
2021-07-07,486,0,243,32969.0,5738.0
2021-07-08,611,3,290,16418.0,2694.0
2021-07-09,390,2,258,0.0,0.0
2021-07-10,432,1,116,15884.0,1615.0
2021-07-11,323,3,424,1496.0,2790.0
2021-07-12,193,0,100,0.0,0.0
2021-07-13,1275,2,497,5274.0,8840.0
2021-07-14,720,1,371,2647.0,7367.0
2021-07-15,952,2,569,2889.0,9095.0
2021-07-16,830,1,462,1140.0,5716.0
2021-07-17,864,2,253,317.0,1314.0
2021-07-18,755,3,623,1791.0,8783.0
2021-07-19,1220,1,386,2947.0,11385.0
2021-07-20,1491,2,436,2393.0,11266.0
2021-07-21,1118,2,575,2841.0,12848.0
2021-07-22,1434,3,750,2806.0,13085.0
2021-07-23,991,0,642,1884.0,7977.0
2021-07-24,1421,1,415,602.0,1414.0
2021-07-25,1254,2,1221,4386.0,15438.0
2021-07-26,2065,1,877,5070.0,13350.0
2021-07-27,2195,0,854,0.0,0.0
2021-07-28,2328,1,1186,8836.0,24636.0
2021-07-29,1823,4,1159,4875.0,14695.0
2021-07-30,2280,3,1400,0.0,0.0
2021-07-31,2675,4,649,3894.0,14061.0
